,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_model_snr,koi_steff,koi_slogg,koi_srad
3676,7838675,K04169.01,CONFIRMED,FALSE POSITIVE,0.0,0,0,1,0,1.005205893,0.137,1.63,97.5,0.85,1682.0,15.0,5718.0,4.5489999999999995,0.863
3677,8700537,K04170.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,43.796785,1.187,18.84,256.3,20.79,542.0,21.2,6109.0,4.4319999999999995,0.941
3678,10858785,K04171.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.952371227,1.2,3.926,352.5,21.96,1870.0,42.6,6086.0,4.511,0.921
3679,9640907,K04172.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.089088292,0.291,1.8599,141.7,1.28,1914.0,1.8,6194.0,4.445,1.069
3681,9551430,K04030.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,7.7553808,1.235,22.321,839.6,22.2,822.0,55.9,5607.0,4.539,0.766
3682,3228986,K04031.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.7309494870000001,0.86,2.367,87.3,1.27,2311.0,15.8,6238.0,4.365,1.191
3683,7100673,K04032.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.95116635,0.374,2.566,60.9,0.83,1160.0,20.4,5574.0,4.354,1.065
3684,7100673,K04032.02,CONFIRMED,CANDIDATE,0.993,0,0,0,0,2.89223998,0.017,2.521,44.3,0.7,1287.0,17.3,5574.0,4.354,1.065
3685,4138557,K04033.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.9915528220000001,1.158,1.135,607.2,37.93,2558.0,17.3,5908.0,3.888,1.862
3686,2708278,K04102.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.89124187,0.198,4.415,105.8,0.93,1312.0,20.8,5285.0,4.474,0.927
3687,3747817,K04103.01,CONFIRMED,CANDIDATE,0.999,0,0,0,0,184.77271,0.04,9.568,951.4,2.41,268.0,21.0,5273.0,4.566,0.801
3690,9071593,K02257.02,CANDIDATE,CANDIDATE,0.514,0,0,0,0,59.284064,0.556,5.42,424.4,1.81,401.0,13.1,5225.0,4.505,0.859
3691,10089911,K04034.01,CONFIRMED,FALSE POSITIVE,0.1,1,0,0,0,6.96704926,0.906,3.73,213.7,6.14,1774.0,18.6,6303.0,3.595,3.53
3692,3247404,K04035.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,8.8109721,1.227,4.822,24048.0,47.94,881.0,26.0,5780.0,4.438,1.0
3693,11415243,K04036.01,CONFIRMED,CANDIDATE,0.965,0,0,0,0,168.81133,0.083,6.582,614.4,1.69,241.0,15.3,4798.0,4.62,0.707
3694,3548044,K02194.02,CONFIRMED,CANDIDATE,0.979,0,0,0,0,67.968656,0.317,7.948,321.8,1.71,443.0,27.3,5670.0,4.387,0.95
3695,8264402,K04037.01,CANDIDATE,CANDIDATE,0.964,0,0,0,0,215.956008,0.959,10.425,392.7,3.36,361.0,23.3,6163.0,4.27,1.313
3696,7773179,K04038.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,2.15681538,0.615,5.115,106.5,1.06,1473.0,22.6,6084.0,4.45,0.983
3697,11017094,K04106.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.7085630909999999,1.196,6.347,414.5,15.38,1587.0,90.8,5271.0,4.669,0.648
3698,3129238,K07645.01,CANDIDATE,CANDIDATE,0.998,0,0,0,0,2.00870696,0.194,4.87,53.5,0.55,1232.0,12.2,5341.0,4.526,0.759
3700,9899065,K04108.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.33256418,0.559,4.701,162.3,0.81,1262.0,20.7,5157.0,4.641,0.62
3701,7907808,K04109.01,CANDIDATE,CANDIDATE,0.999,0,0,0,0,0.655939788,0.301,1.318,73.0,1.48,2411.0,18.7,4968.0,3.924,1.755
3702,5471792,K04110.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,12.4258833,0.982,24.83,93.6,2.19,1006.0,34.4,5611.0,3.9330000000000003,1.632
3703,11145831,K04039.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.3878381340000001,0.38,2.252,136.8,1.24,1783.0,20.4,6273.0,4.442,1.044
3704,11444952,K04040.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.678349364,1.187,3.092,486.0,19.06,1844.0,12.0,5569.0,4.566,0.829
3705,8647295,K04041.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.022028468,1.247,8.866,1344.5,26.91,1649.0,184.5,5445.0,4.456,0.855
3706,3444098,K04042.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.72359699,0.608,1.326,495.6,6.73,4699.0,14.8,8855.0,3.818,2.858
3707,5112567,K04043.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.6156052,1.149,14.55,1582.0,34.69,2202.0,253.1,6770.0,4.15,1.623
3708,2708343,K04111.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.8913182,0.439,4.374,202.3,0.9,983.0,17.6,4476.0,4.627,0.633
3709,3348090,K04112.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,2.43585046,0.471,2.088,60.5,2.6,2544.0,14.9,6501.0,3.613,3.247
3710,9282762,K04113.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.33255441,0.649,3.828,106.7,1.12,1743.0,15.1,6099.0,4.456,1.028
3711,3117046,K04114.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,359.1015,0.317,11.461,496.5,2.37,285.0,12.9,6373.0,4.438,1.047
3712,6311520,K04115.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.941840589,1.198,5.06,388.3,27.05,2200.0,23.0,6419.0,4.33,1.142
3713,5201115,K04044.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,1.7285218919999998,0.719,3.361,92.2,1.19,1678.0,30.2,5872.0,4.282,1.157
3714,2708203,K04045.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.89125855,0.677,5.415,67.9,0.81,1671.0,24.8,6569.0,4.41,0.927
3715,4150496,K04046.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,8.65312868,1.185,3.376,508.6,20.38,857.0,22.6,5880.0,4.525,0.893
3716,11401767,K02195.02,CONFIRMED,CANDIDATE,0.976,0,0,0,0,30.0899459,0.907,6.654,242.6,2.25,660.0,16.6,6056.0,4.332,1.209
3717,9655005,K04047.01,CANDIDATE,CANDIDATE,0.196,0,1,0,0,1.39862757,0.617,9.625,45.5,2.39,3562.0,59.6,7872.0,3.7319999999999998,3.367
3718,11709124,K00435.06,CONFIRMED,CANDIDATE,0.997,0,0,0,0,9.91937693,0.163,4.326,186.7,1.32,838.0,18.8,5688.0,4.415,0.971
3719,3851194,K07671.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,0.9185102509999999,0.622,2.587,52.6,1.77,2795.0,20.3,5837.0,3.7910000000000004,2.338
3720,8613535,K02263.02,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.47850818,0.112,6.154,184.6,1.47,946.0,26.7,6249.0,4.428,1.076
3722,3955817,K04117.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.24263096,0.201,2.582,187.6,1.1,926.0,15.9,5072.0,4.521,0.825
3723,10661778,K04118.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,1.2313632140000002,0.969,5.8101,4774.7,10.75,1699.0,112.7,5780.0,4.438,1.0
3724,5513857,K04119.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,0.755101928,0.464,3.044,119.8,0.91,1763.0,18.1,5465.0,4.535,0.819
3725,10272389,K04048.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,4.56447463,0.508,6.415,208.4,1.13,902.0,42.6,5270.0,4.596,0.77
3726,4679687,K04049.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.027904857,1.261,1.6381,2381.2,30.48,1653.0,117.8,5432.0,4.446000000000001,0.872
3727,7968683,K04050.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,367.95566,0.957,21.877,1414.1,3.62,183.0,13.7,4723.0,4.611000000000001,0.696
3728,10360722,K04051.01,CONFIRMED,CANDIDATE,0.996,0,0,0,0,163.692336,0.028,6.853,1138.0,2.75,274.0,21.0,4999.0,4.49,0.843
3729,9091755,K04052.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,1.106529843,0.974,6.258,319.5,1.91,1649.0,69.2,5932.0,4.58,0.798
3730,3852476,K07672.01,FALSE POSITIVE,FALSE POSITIVE,0.307,1,0,0,0,111.741576,0.057,3.83,238.8,6.88,676.0,9.9,5267.0,3.338,4.525
3731,9700449,K04120.01,CANDIDATE,CANDIDATE,0.965,0,0,0,0,110.461746,0.036,12.46,331.2,1.93,420.0,15.8,6321.0,4.434,1.058
3732,6349881,K04121.01,CONFIRMED,CANDIDATE,0.995,0,0,0,0,198.088873,0.633,7.955,1027.7,3.24,288.0,18.0,5275.0,4.397,0.969
3733,9851970,K04122.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.08193721,0.168,4.788,115.3,0.77,1385.0,14.4,4965.0,4.555,0.736
3734,6140059,K04123.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,44.6226725,0.931,12.974,131.9,1.73,613.0,20.6,6198.0,4.252,1.239
3736,1718958,K04053.01,CANDIDATE,CANDIDATE,0.985,0,0,0,0,1.41975831,0.644,1.429,60.9,0.85,1700.0,8.1,5925.0,4.394,1.035
3737,6428794,K04054.01,CANDIDATE,CANDIDATE,0.999,0,0,0,0,169.135056,0.754,8.931,640.7,2.21,273.0,24.5,5171.0,4.545,0.801
3738,3228825,K04055.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.73095491,0.415,2.206,29.6,0.88,2711.0,7.5,6454.0,4.163,1.587
3739,4673628,K04056.01,CANDIDATE,CANDIDATE,0.838,0,0,0,0,3.951383138,1.217,1.0582,405.7,23.51,1083.0,23.9,5570.0,4.458,0.899
3740,11401767,K02195.03,CONFIRMED,CANDIDATE,0.997,0,0,0,0,6.84978728,0.954,4.919,139.2,1.83,1081.0,17.0,6056.0,4.332,1.209
3741,3852872,K07673.01,CANDIDATE,CANDIDATE,0.775,0,0,0,0,80.769893,0.158,4.2,128.5,1.87,475.0,6.7,4965.0,3.9610000000000003,1.708
3742,9099950,K04125.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,1.1113624420000001,0.715,6.24,133.9,2.86,2820.0,36.8,6486.0,3.872,2.308
3743,9718066,K02287.02,CONFIRMED,CANDIDATE,0.08,0,0,0,0,28.9060526,0.863,3.099,99.0,0.79,414.0,13.3,4657.0,4.641,0.67
3744,9272070,K04126.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.10503551,0.353,4.459,209.9,1.45,959.0,16.5,6201.0,4.4719999999999995,0.989
3745,5088400,K04127.01,CONFIRMED,CANDIDATE,0.991,0,0,0,0,8.82715783,0.249,2.019,368.6,1.67,797.0,11.1,5550.0,4.539,0.878
3746,4669402,K04128.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,143.196381,1.017,10.424,618.1,6.64,380.0,17.4,6007.0,4.333,1.06
3747,3757407,K04057.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,9.089151782,0.043,3.1886,110.1,4.35,1848.0,7.1,6729.0,3.4930000000000003,4.099
3748,4769931,K04058.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.87886973,0.657,3.876,181.9,1.04,1236.0,23.9,5448.0,4.613,0.734
3749,9220612,K04059.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,0.9791616759999999,0.634,2.942,160.2,1.03,1548.0,20.2,5390.0,4.591,0.78
3750,9086154,K04060.01,CANDIDATE,CANDIDATE,0.901,0,0,0,0,225.26213,0.349,14.459,389.2,2.36,329.0,24.6,5799.0,4.276,1.191
3751,6806695,K04061.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.855922327,0.009,1.514,130.9,0.87,1658.0,21.1,5437.0,4.539,0.759
3752,3858943,K07674.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,25.9528725,0.741,12.434,164.1,1.53,697.0,16.9,6370.0,4.41,1.106
3753,11970988,K04129.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,2.31482311,0.067,2.127,58.6,0.69,1237.0,14.2,5240.0,4.428,0.923
3754,10858803,K04130.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.952374508,0.013,3.006,204.8,1.13,1435.0,33.0,4754.0,4.508,0.821
3755,6129694,K04131.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.936751792,0.991,5.658,26.4,2.07,3814.0,23.0,7843.0,3.8289999999999997,2.909
3757,7601918,K04133.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.621361411,0.017,1.0628,45.0,1.12,2913.0,24.6,6234.0,4.046,1.66
3759,6792908,K04341.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.778313,0.591,5.256,90.7,1.25,1067.0,12.5,6726.0,4.262,1.258
3760,7211879,K04342.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.594310785,0.161,0.9994,112.5,0.91,2068.0,15.7,5931.0,4.553999999999999,0.845
3761,8087812,K04343.01,CANDIDATE,CANDIDATE,0.988,0,0,0,0,27.2106807,0.973,10.515,99.4,1.73,725.0,16.9,5973.0,4.171,1.305
3763,10534155,K04345.01,CANDIDATE,CANDIDATE,0.994,0,0,0,0,4.32710895,1.158,1.387,108.9,26.6,1397.0,12.9,5776.0,4.018,1.455
3764,5308537,K04409.01,CANDIDATE,CANDIDATE,0.999,0,0,0,0,14.2651545,0.353,3.601,66.3,1.06,853.0,13.9,5825.0,4.237,1.291
3765,6350882,K04410.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.04404366,0.08,1.682,236.5,1.47,1078.0,11.6,6039.0,4.493,0.951
3766,5281113,K04411.01,CONFIRMED,CANDIDATE,0.994,0,0,0,0,11.17931581,0.381,3.103,90.6,1.81,1159.0,12.0,6292.0,4.013999999999999,1.873
3767,7847104,K04412.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.284991846,0.485,2.274,29.1,1.17,2491.0,15.3,6060.0,3.852,2.106
3768,3450040,K04205.01,CANDIDATE,CANDIDATE,0.986,0,0,0,0,1.166960319,0.033,1.6823,97.8,0.88,1596.0,17.9,5632.0,4.537,0.904
3769,3347807,K07653.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,324.18028,0.733,18.15,87.9,2.2,382.0,10.9,5792.0,3.835,2.183
3770,8487805,K04206.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.5309593570000001,0.348,2.417,84.4,0.69,1852.0,22.0,5325.0,4.607,0.75
3771,9456281,K04207.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.701944362,0.07,0.641,210.8,0.8,1227.0,17.1,4236.0,4.698,0.539
3772,5129453,K04208.01,CANDIDATE,CANDIDATE,0.999,0,0,0,0,3.05772668,0.007,1.819,311.0,1.23,878.0,13.7,4483.0,4.57,0.731
3773,7918478,K04209.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,9.9092109,0.755,2.552,942.0,2.35,693.0,6.4,5396.0,4.632,0.702
3774,3336845,K04275.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.996864568,0.644,1.098,86.7,0.77,1588.0,21.4,5418.0,4.524,0.782
3775,3645282,K07661.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.673684895,0.547,1.161,51.1,0.7,2001.0,7.0,5645.0,4.453,0.951
3776,6026924,K04276.01,CONFIRMED,CANDIDATE,0.979,0,0,0,0,56.644452,0.579,16.551,104.6,2.44,733.0,21.8,6237.0,3.862,2.295
3777,6525280,K04277.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.7103198119999998,0.559,2.983,43.6,0.56,1426.0,19.1,5774.0,4.524,0.825
3778,4861784,K04278.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,5.62978034,0.08,5.847,379.2,1.61,899.0,19.1,5497.0,4.57,0.839
3779,5876360,K04279.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.050852976,1.111,1.6788,41694.0,45.89,1791.0,143.0,5780.0,4.438,1.0
3780,9509343,K04346.01,CANDIDATE,CANDIDATE,0.95,0,0,0,0,6.39269778,0.011,2.138,174.3,1.21,890.0,11.3,5248.0,4.416,0.943
3781,3732972,K07664.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.540398683,0.47,1.5676,73.0,12.65,4689.0,4.8,4971.0,2.373,14.678
3782,3244792,K04347.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.0570982,0.104,3.571,144.0,0.99,1202.0,15.7,6021.0,4.57,0.819
3784,7673841,K02585.03,CANDIDATE,CANDIDATE,0.953,0,0,0,0,7.87845756,0.562,3.912,44.1,0.78,989.0,10.5,5767.0,4.287,1.135
3786,6891513,K04413.01,FALSE POSITIVE,FALSE POSITIVE,0.002,0,0,1,0,9.9398272,1.973,4.1198,478.6,101.71,819.0,4.3,5798.0,4.507,0.941
3787,4579598,K04414.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,0.866346,0.409,2.011,116.4,1.24,2165.0,13.9,6241.0,4.3660000000000005,1.131
3788,7777522,K04415.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.8851296790000001,0.651,3.156,177.3,1.21,1780.0,21.2,5792.0,4.547,0.864
3790,9597729,K04417.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,1,1,0,0.438153876,1.124,1.3885,164.8,14.0,2407.0,33.4,6032.0,4.508,0.929
3792,5078025,K04211.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,0.696286519,0.985,3.194,120.8,1.34,1969.0,19.7,5904.0,4.543,0.867
3793,1724719,K04212.01,CONFIRMED,CANDIDATE,0.956,0,0,0,0,5.79179934,0.896,3.474,118.5,1.69,1222.0,17.7,6174.0,4.244,1.318
3794,8120608,K00571.05,CONFIRMED,CANDIDATE,0.677,0,0,0,0,129.945392,0.909,5.786,500.1,1.18,177.0,13.1,3751.0,4.8,0.443
3795,11968463,K02433.04,CANDIDATE,CANDIDATE,0.638,0,0,0,0,27.9040511,0.854,5.346,300.2,2.19,677.0,12.8,6325.0,4.409,1.112
3796,5026326,K04280.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.39772545,0.644,4.129,181.3,1.58,1763.0,17.9,6006.0,4.38,1.114
3799,11670599,K04282.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.8475888640000001,0.507,2.246,67.1,0.91,2144.0,21.3,6335.0,4.427,1.072
3801,11872139,K04350.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.75649346,0.242,3.429,27.5,1.62,2745.0,13.3,6619.0,3.718,3.05
3803,2708221,K04352.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.8912501,1.24,7.648,731.0,23.5,1159.0,31.6,4883.0,4.523,0.794
3804,4571844,K04353.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,17.8075656,0.474,1.643,1511.0,3.92,742.0,11.8,6194.0,4.45,0.981
3805,5040223,K04354.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.996023763,1.147,5.412,98.3,18.36,1991.0,21.3,6110.0,4.387,1.077
3808,6026737,K02949.02,CANDIDATE,CANDIDATE,0.757,0,0,0,0,3.75030469,0.77,3.246,35.5,0.87,1374.0,10.3,5866.0,4.191,1.339
3809,7582691,K04419.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.259819659,0.972,0.6513,231.5,1.22,1559.0,24.1,3939.0,4.736000000000001,0.526
3810,7031942,K04420.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,0.566795467,0.504,4.712,38.2,0.67,2254.0,25.8,5642.0,4.337,1.056
3811,9836563,K04421.01,CANDIDATE,CANDIDATE,0.978,0,0,0,0,4.72693131,0.065,4.036,26.2,0.61,1203.0,11.5,5950.0,4.323,1.196
3812,1724719,K04212.02,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.0989634,0.529,6.428,57.0,1.03,1016.0,8.9,6174.0,4.244,1.318
3813,5632701,K04213.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,3.67515329,0.73,7.083,56.0,0.71,1150.0,16.7,5968.0,4.534,0.881
3814,10549924,K04214.01,FALSE POSITIVE,FALSE POSITIVE,0.008,0,0,1,0,0.715825886,0.099,1.212,40.6,0.58,1920.0,11.0,5640.0,4.486000000000001,0.909
3815,9366617,K04215.01,CONFIRMED,CANDIDATE,0.868,0,0,0,0,26.5487294,0.21,7.968,142.0,2.54,836.0,15.3,5456.0,3.802,2.154
3816,6187341,K04216.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.492291661,0.957,0.894,1107.6,3.42,1788.0,62.0,4971.0,4.566,0.718
3817,3353454,K07654.01,FALSE POSITIVE,FALSE POSITIVE,0.01,1,0,1,0,1.6911935,0.903,9.479,2801.0,6.36,1528.0,26.7,5780.0,4.438,1.0
3818,10156055,K04284.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.42803503,0.057,3.045,73.8,0.85,1516.0,8.8,6609.0,4.484,0.974
3820,5024177,K04286.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.7871200159999999,1.263,3.1648,265.5,23.81,1972.0,43.3,6112.0,4.481,0.787
3821,11081504,K04287.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,13.12297275,0.885,2.234,43.7,1.29,1030.0,12.9,6134.0,4.065,1.665
3822,4548011,K04288.01,CONFIRMED,CANDIDATE,0.999,0,0,0,0,6.28384079,0.101,4.291,35.7,0.73,1108.0,14.9,5888.0,4.275,1.227
3826,12016267,K02590.02,CANDIDATE,CANDIDATE,0.536,0,0,0,0,22.7909233,0.871,9.565,53.6,1.38,862.0,19.4,6311.0,4.1160000000000005,1.642
3828,8459663,K04356.01,CONFIRMED,CANDIDATE,0.976,0,0,0,0,174.510276,0.024,6.689,1530.0,1.74,186.0,14.8,4367.0,4.822,0.452
3829,3550372,K04357.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.681180633,0.31,0.8844,156.4,2.97,2782.0,16.6,4939.0,3.635,2.377
3831,3866536,K04423.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,7.65270746,0.97,79.8969,641.1,3.21,989.0,254.3,6328.0,4.481,0.963
3832,7046035,K04424.01,CONFIRMED,CANDIDATE,0.985,0,0,0,0,2.27164952,0.01,4.054,82.4,0.97,1522.0,12.7,6274.0,4.434,1.062
3833,4679314,K04425.01,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,3.84835742,0.671,10.18,84.2,0.77,1051.0,32.8,5709.0,4.57,0.798
3837,4678919,K04219.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.87885327,0.513,3.302,120.9,0.97,1406.0,12.1,5851.0,4.534,0.863
3838,5563080,K04220.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.785473311,0.389,1.3911,339.6,1.61,1769.0,57.0,5356.0,4.466,0.871
3839,6364067,K04221.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,5.2438982,0.644,7.881,162.2,1.24,1026.0,18.7,5804.0,4.473,0.927
3840,4548011,K04288.02,CANDIDATE,CANDIDATE,0.954,0,0,0,0,9.08745206,0.341,3.786,35.1,0.73,980.0,11.7,5888.0,4.275,1.227
3842,3439126,K07655.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,2.9761504,0.064,6.079,259.5,1.02,811.0,8.3,4236.0,4.612,0.664
3843,8463346,K02529.02,CONFIRMED,CANDIDATE,0.997,0,0,0,0,64.0019669,0.701,4.724,1112.5,2.48,322.0,14.2,4652.0,4.617,0.697
3844,5868793,K04290.01,CONFIRMED,CANDIDATE,0.914,0,0,0,0,4.83809469,0.014,1.096,1544.0,0.79,354.0,11.3,3187.0,5.091,0.2
3846,10063208,K04292.01,CONFIRMED,CANDIDATE,0.995,0,0,0,0,9.3281912,0.044,3.991,45.2,0.59,788.0,13.7,5525.0,4.513999999999999,0.888
3847,7191646,K04358.01,CANDIDATE,CANDIDATE,0.948,0,0,0,0,106.957467,0.705,7.006,539.6,2.4,394.0,11.7,6075.0,4.486000000000001,0.969
3848,1575873,K04359.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.629001455,0.365,1.263,14.7,0.81,3375.0,9.4,6739.0,3.948,2.059
3849,10669994,K04360.01,CONFIRMED,CANDIDATE,0.995,0,0,0,0,2.71603664,0.44,1.744,98.5,1.05,1360.0,13.1,6011.0,4.452,1.041
3850,7801070,K04361.01,CANDIDATE,CANDIDATE,0.974,0,0,0,0,75.8781344,0.705,1.383,1054.0,3.39,417.0,11.9,5579.0,4.413,0.972
3852,4172805,K04427.01,CANDIDATE,CANDIDATE,0.969,0,0,0,0,147.661729,0.002,6.207,1087.8,1.59,176.0,13.2,3788.0,4.774,0.49
3853,5126182,K04428.01,CANDIDATE,CANDIDATE,0.912,0,0,0,0,13.00291716,0.701,3.058,225.3,1.28,710.0,14.0,5796.0,4.575,0.8
3854,3750350,K07665.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,319.30633,0.092,6.74,155.2,1.26,279.0,7.2,6095.0,4.459,1.014
3855,8949925,K02972.02,FALSE POSITIVE,FALSE POSITIVE,0.383,0,0,1,0,42.0292298,0.015,8.499,373.7,2.33,578.0,14.5,5850.0,4.297,1.217
3857,9642018,K04430.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.505111993,0.841,0.4053,212.8,1.58,1886.0,18.7,5262.0,4.59,0.783
3858,9183378,K04222.01,CONFIRMED,CANDIDATE,0.996,0,0,0,0,3.38557445,0.129,1.879,121.9,1.63,1476.0,13.1,5718.0,4.069,1.48
3860,1724513,K04224.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.975208831,0.559,1.513,76.3,1.59,2064.0,15.1,6401.0,4.029,1.744
3861,9535876,K04225.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,0.960843605,1.143,3.22,141.7,19.15,1904.0,25.5,5708.0,4.378,1.129
3862,5817533,K04293.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,4.206109,0.607,5.16,120.0,0.91,999.0,11.9,5480.0,4.522,0.802
3863,7596240,K04295.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,13.3997555,0.375,3.534,167.3,1.51,886.0,13.6,6401.0,4.388999999999999,1.15
3864,7661893,K04296.01,CANDIDATE,CANDIDATE,0.992,0,0,0,0,2.49385348,0.331,1.414,46.9,0.59,1251.0,12.3,5615.0,4.477,0.85
